,PROV,circuito,P09,P09_count
1029,2.0,00138,6,3713
1030,2.0,00138,7,11311
1031,2.0,00138,8,1480
1032,2.0,00138,9,56
1033,2.0,00139,2,1248
1034,2.0,00139,4,4248
1035,2.0,00139,5,19
1036,2.0,00139,6,2078
1037,2.0,00139,7,7568
1038,2.0,00139,8,1091
1039,2.0,00139,9,34
1040,2.0,00140,2,742
1041,2.0,00140,4,2359
1042,2.0,00140,6,1272
1043,2.0,00140,7,3808
1044,2.0,00140,8,603
1045,2.0,00141,2,940
1046,2.0,00141,4,3209
1047,2.0,00141,6,1616
1048,2.0,00141,7,4994
1049,2.0,00141,8,832
1050,2.0,00141,9,23
1051,2.0,00142,0,64
1052,2.0,00142,2,1306
1053,2.0,00142,3,5
1054,2.0,00142,4,5008
1055,2.0,00142,6,2484
1056,2.0,00142,7,10401
1057,2.0,00142,8,1761
1058,2.0,00142,9,33
1059,2.0,00143,0,69
1060,2.0,00143,2,1172
1061,2.0,00143,4,4157
1062,2.0,00143,5,29
1063,2.0,00143,6,2175
1064,2.0,00143,7,7340
1065,2.0,00143,8,1124
1066,2.0,00144,0,31
1067,2.0,00144,2,609
1068,2.0,00144,4,1963
1069,2.0,00144,5,14
1070,2.0,00144,6,1014
1071,2.0,00144,7,3344
1072,2.0,00144,8,466
1073,2.0,00145,0,89
1074,2.0,00145,2,1523
1075,2.0,00145,3,2
1076,2.0,00145,4,4257
1077,2.0,00145,5,17
1078,2.0,00145,6,2054
1079,2.0,00145,7,5584
1080,2.0,00145,8,731
1081,2.0,00145,9,47
1082,2.0,00146,2,1244
1083,2.0,00146,4,3548
1084,2.0,00146,6,1525
1085,2.0,00146,7,3903
1086,2.0,00146,8,484
1087,2.0,00146,9,31
1088,2.0,00147,0,78
1089,2.0,00147,2,1668
1090,2.0,00147,4,5093
1091,2.0,00147,5,33
1092,2.0,00147,6,2754
1093,2.0,00147,7,8683
1094,2.0,00147,8,1393
1095,2.0,00147,9,29
1096,2.0,00148,2,1430
1097,2.0,00148,4,5013
1098,2.0,00148,5,40
1099,2.0,00148,6,2581
1100,2.0,00148,7,10069
1101,2.0,00148,8,1591
1102,2.0,00148,9,46
1103,2.0,00149,0,65
1104,2.0,00149,2,1322
1105,2.0,00149,4,5033
1106,2.0,00149,5,33
1107,2.0,00149,6,2992
1108,2.0,00149,7,10581
1109,2.0,00149,8,2051
1110,2.0,00149,9,30
1111,2.0,00150,0,47
1112,2.0,00150,2,697
1113,2.0,00150,4,2462
1114,2.0,00150,5,30
1115,2.0,00150,6,1018
1116,2.0,00150,7,5150
1117,2.0,00150,8,935
1118,2.0,00150,9,14
1119,2.0,00151,0,78
1120,2.0,00151,2,1608
1121,2.0,00151,3,10
1122,2.0,00151,4,5492
1123,2.0,00151,5,74
1124,2.0,00151,6,2546
1125,2.0,00151,7,11918
1126,2.0,00151,8,2308
1127,2.0,00151,9,37
1128,2.0,00152,0,87
1129,2.0,00152,2,1332
1130,2.0,00152,4,4157
1131,2.0,00152,5,31
1132,2.0,00152,6,2347
1133,2.0,00152,7,9948
1134,2.0,00152,8,1599
1135,2.0,00152,9,42
1136,2.0,00153,0,101
1137,2.0,00153,2,1772
1138,2.0,00153,3,9
1139,2.0,00153,4,5811
1140,2.0,00153,6,3095
1141,2.0,00153,7,11897
1142,2.0,00153,8,1614
1143,2.0,00153,9,50
1144,2.0,00154,0,127
1145,2.0,00154,2,2227
1146,2.0,00154,4,6362
1147,2.0,00154,6,3225
1148,2.0,00154,7,11723
1149,2.0,00154,8,1662
1150,2.0,00154,9,42
1151,2.0,00155,0,102
1152,2.0,00155,2,2354
1153,2.0,00155,4,6280
1154,2.0,00155,5,39
1155,2.0,00155,6,2688
1156,2.0,00155,7,8796
1157,2.0,00155,8,1388
1158,2.0,00155,9,40
1159,2.0,00156,0,77
1160,2.0,00156,2,1560
1161,2.0,00156,4,3445
1162,2.0,00156,6,1432
1163,2.0,00156,7,4311
1164,2.0,00156,8,588
1165,2.0,00156,9,31
1166,2.0,00157,2,1744
1167,2.0,00157,4,4298
1168,2.0,00157,5,34
1169,2.0,00157,6,1970
1170,2.0,00157,7,6349
1171,2.0,00157,8,879
1172,2.0,00158,0,91
1173,2.0,00158,2,2287
1174,2.0,00158,4,6126
1175,2.0,00158,6,2685
1176,2.0,00158,7,6851
1177,2.0,00158,8,807
1178,2.0,00158,9,37
1179,2.0,00159,0,47
1180,2.0,00159,2,1722
1181,2.0,00159,4,4120
1182,2.0,00159,5,23
1183,2.0,00159,6,1420
1184,2.0,00159,7,3211
1185,2.0,00159,8,378
1186,2.0,00160,0,133
1187,2.0,00160,2,3005
1188,2.0,00160,4,6991
1189,2.0,00160,5,21
1190,2.0,00160,6,2680
1191,2.0,00160,7,6960
1192,2.0,00160,8,678
1193,2.0,00160,9,44
1194,2.0,00161,0,109
1195,2.0,00161,2,2659
1196,2.0,00161,4,6922
1197,2.0,00161,5,45
1198,2.0,00161,6,2533
1199,2.0,00161,7,5747
1200,2.0,00161,8,553
1201,2.0,00162,0,127
1202,2.0,00162,2,3450
1203,2.0,00162,4,7014
1204,2.0,00162,6,1906
1205,2.0,00162,7,3262
1206,2.0,00162,8,180
1207,2.0,00162,9,37
1208,2.0,00163,0,132
1209,2.0,00163,2,2075
1210,2.0,00163,3,9
1211,2.0,00163,4,4392
1212,2.0,00163,5,28
1213,2.0,00163,6,1305
1214,2.0,00163,7,3189
1215,2.0,00163,8,356
1216,2.0,00164,0,67
1217,2.0,00164,1,8
1218,2.0,00164,2,1906
1219,2.0,00164,4,4405
1220,2.0,00164,6,1260
1221,2.0,00164,7,3114
1222,2.0,00164,8,356
1223,2.0,00165,0,117
1224,2.0,00165,2,2739
1225,2.0,00165,4,6401
1226,2.0,00165,6,2357
1227,2.0,00165,7,5638
1228,2.0,00165,8,601
1229,2.0,00166,0,100
1230,2.0,00166,2,2649
1231,2.0,00166,4,5454
1232,2.0,00166,5,9
1233,2.0,00166,6,1970
1234,2.0,00166,7,4023
1235,2.0,00166,8,362
1236,2.0,00167,2,1663
1237,2.0,00167,4,4181
1238,2.0,00167,5,6
1239,2.0,00167,6,1709
1240,2.0,00167,7,3567
1241,2.0,00167,8,262
1242,6.0,00001,0,87
1243,6.0,00001,2,3171
1244,6.0,00001,3,121
1245,6.0,00001,4,2152
1246,6.0,00001,5,312
1247,6.0,00001,6,614
1248,6.0,00001,7,511
1249,6.0,00001,8,26
1250,6.0,00002,2,399
1251,6.0,00002,3,25
1252,6.0,00002,4,155
1253,6.0,00002,5,37
1254,6.0,00003,0,43
1255,6.0,00003,2,1346
1256,6.0,00003,3,105
1257,6.0,00003,4,661
1258,6.0,00003,5,135
1259,6.0,00003,6,180
1260,6.0,00003,7,139
1261,6.0,00003,9,17
1262,6.0,00004,2,95
1263,6.0,00004,4,47
1264,6.0,00004,6,4
1265,6.0,00005,0,42
1266,6.0,00005,2,818
1267,6.0,00005,3,58
1268,6.0,00005,4,461
1269,6.0,00005,5,86
1270,6.0,00005,6,76
1271,6.0,00005,7,157
1272,6.0,00006,2,146
1273,6.0,00006,4,64
1274,6.0,00006,6,13
1275,6.0,00007,0,10
1276,6.0,00007,2,337
1277,6.0,00007,3,15
1278,6.0,00007,4,170
1279,6.0,00007,6,39
1280,6.0,00010,0,57
1281,6.0,00010,2,2804
1282,6.0,00010,3,71
1283,6.0,00010,4,1846
1284,6.0,00010,5,357
1285,6.0,00010,6,793
1286,6.0,00010,7,548
1287,6.0,00010,8,19
1288,6.0,00010,9,36
1289,6.0,00011,2,160
1290,6.0,00011,3,12
1291,6.0,00011,4,116
1292,6.0,00011,5,11
1293,6.0,00011,6,25
1294,6.0,00011,7,6
1295,6.0,00012,2,192
1296,6.0,00012,4,57
1297,6.0,00012,5,15
1298,6.0,00012,7,9
1299,6.0,00013,2,118
1300,6.0,00013,4,45
1301,6.0,00014,2,363
1302,6.0,00014,4,184
1303,6.0,00014,6,60
1304,6.0,00015,2,78
1305,6.0,00017,0,108
1306,6.0,00017,2,2662
1307,6.0,00017,3,87
1308,6.0,00017,4,4607
1309,6.0,00017,5,671
1310,6.0,00017,6,2706
1311,6.0,00017,7,5343
1312,6.0,00017,8,471
1313,6.0,00017,9,31
1314,6.0,00018,0,505
1315,6.0,00018,1,9
1316,6.0,00018,2,10796
1317,6.0,00018,3,505
1318,6.0,00018,4,10935
1319,6.0,00018,5,1880
1320,6.0,00018,6,3152
1321,6.0,00018,7,4437
1322,6.0,00018,8,207
1323,6.0,00018,9,163
1324,6.0,00019,0,1246
1325,6.0,00019,1,33
1326,6.0,00019,2,34597
1327,6.0,00019,3,1941
1328,6.0,00019,4,32265
1329,6.0,00019,5,6013
1330,6.0,00019,6,6493
1331,6.0,00019,7,7116
1332,6.0,00019,8,235
1333,6.0,00019,9,452
1334,6.0,00020,0,334
1335,6.0,00020,2,8371
1336,6.0,00020,3,340
1337,6.0,00020,4,9816
1338,6.0,00020,5,1431
1339,6.0,00020,6,3044
1340,6.0,00020,7,4410
1341,6.0,00020,8,190
1342,6.0,00020,9,107
1343,6.0,00021,0,651
1344,6.0,00021,2,19174
1345,6.0,00021,3,1071
1346,6.0,00021,4,19293
1347,6.0,00021,5,3708
1348,6.0,00021,6,3877
1349,6.0,00021,7,4298
1350,6.0,00021,8,129
1351,6.0,00021,9,196
1352,6.0,00022,0,335
1353,6.0,00022,2,11480
1354,6.0,00022,3,630
1355,6.0,00022,4,10985
1356,6.0,00022,5,1900
1357,6.0,00022,6,1976
1358,6.0,00022,7,1802
1359,6.0,00022,9,155
1360,6.0,00023,0,90
1361,6.0,00023,1,4
1362,6.0,00023,2,2482
1363,6.0,00023,3,59
1364,6.0,00023,4,5191
1365,6.0,00023,5,369
1366,6.0,00023,6,1830
1367,6.0,00023,7,3458
1368,6.0,00023,8,258
1369,6.0,00023,9,47
1370,6.0,00024,0,72
1371,6.0,00024,1,3
1372,6.0,00024,2,2051
1373,6.0,00024,4,3959
1374,6.0,00024,5,195
1375,6.0,00024,6,1216
1376,6.0,00024,7,2151
1377,6.0,00024,8,136
1378,6.0,00025,0,149
1379,6.0,00025,2,4129
1380,6.0,00025,3,180
1381,6.0,00025,4,4194
1382,6.0,00025,5,457
1383,6.0,00025,6,551
1384,6.0,00025,7,937
1385,6.0,00025,8,33
1386,6.0,00025,9,60
1387,6.0,00026,0,160
1388,6.0,00026,2,4625
1389,6.0,00026,3,191
1390,6.0,00026,4,3336
1391,6.0,00026,5,379
1392,6.0,00026,6,229
1393,6.0,00026,7,293
1394,6.0,00026,8,10
1395,6.0,00026,9,44
1396,6.0,00027,0,168
1397,6.0,00027,1,17
1398,6.0,00027,2,5388
1399,6.0,00027,3,178
1400,6.0,00027,4,5922
1401,6.0,00027,5,611
1402,6.0,00027,6,696
1403,6.0,00027,7,873
1404,6.0,00027,9,45
1405,6.0,00030,0,51
1406,6.0,00030,2,1520
1407,6.0,00030,4,2720
1408,6.0,00030,5,166
1409,6.0,00030,6,614
1410,6.0,00030,7,1081
1411,6.0,00030,8,30
1412,6.0,00031,2,482
1413,6.0,00031,4,685
1414,6.0,00031,5,51
1415,6.0,00031,6,117
1416,6.0,00031,7,169
1417,6.0,00032,0,34
1418,6.0,00032,2,1366
1419,6.0,00032,3,49
1420,6.0,00032,4,1756
1421,6.0,00032,5,189
1422,6.0,00032,6,305
1423,6.0,00032,7,449
1424,6.0,00032,8,15
1425,6.0,00032,9,15
1426,6.0,00033,0,84
1427,6.0,00033,2,2999
1428,6.0,00033,3,40
1429,6.0,00033,4,5103
1430,6.0,00033,5,419
1431,6.0,00033,6,1423
1432,6.0,00033,7,2126
1433,6.0,00033,8,77
1434,6.0,00033,9,34
1435,6.0,00034,0,149
1436,6.0,00034,2,5699
1437,6.0,00034,3,158
1438,6.0,00034,4,7886
1439,6.0,00034,5,727
1440,6.0,00034,6,1533
1441,6.0,00034,7,2191
1442,6.0,00034,8,79
1443,6.0,00034,9,59
1444,6.0,00037,0,179
1445,6.0,00037,1,12
1446,6.0,00037,2,5676
1447,6.0,00037,3,130
1448,6.0,00037,4,8620
1449,6.0,00037,5,779
1450,6.0,00037,6,1889
1451,6.0,00037,7,3014
1452,6.0,00037,8,132
1453,6.0,00037,9,94
1454,6.0,00038,0,383
1455,6.0,00038,1,17
1456,6.0,00038,2,11790
1457,6.0,00038,3,476
1458,6.0,00038,4,15781
1459,6.0,00038,5,1448
1460,6.0,00038,6,3564
1461,6.0,00038,7,5693
1462,6.0,00038,8,226
1463,6.0,00038,9,148
1464,6.0,00039,0,542
1465,6.0,00039,2,15203
1466,6.0,00039,3,526
1467,6.0,00039,4,16968
1468,6.0,00039,5,1889
1469,6.0,00039,6,2722
1470,6.0,00039,7,3605
1471,6.0,00039,8,116
1472,6.0,00039,9,217
1473,6.0,00040,0,538
1474,6.0,00040,2,17313
1475,6.0,00040,3,575
1476,6.0,00040,4,24886
1477,6.0,00040,5,2438
1478,6.0,00040,6,6368
1479,6.0,00040,7,9235
1480,6.0,00040,8,383
1481,6.0,00040,9,237
1482,6.0,00046,0,164
1483,6.0,00046,2,6308
1484,6.0,00046,3,438
1485,6.0,00046,4,3236
1486,6.0,00046,5,687
1487,6.0,00046,6,1159
1488,6.0,00046,7,1005
1489,6.0,00046,8,41
1490,6.0,00046,9,125
1491,6.0,00048,2,76
1492,6.0,00048,4,27
1493,6.0,00049,2,76
1494,6.0,00049,4,27
1495,6.0,00049,5,8
1496,6.0,00049,6,4
1497,6.0,00049,7,4
1498,6.0,00050,2,215
1499,6.0,00050,4,60
1500,6.0,00050,5,17
1501,6.0,00050,6,10
1502,6.0,00051,4,20
1503,6.0,00051,6,6
1504,6.0,00052,2,132
1505,6.0,00052,3,5
1506,6.0,00052,4,41
1507,6.0,00052,6,5
1508,6.0,00054,0,3
1509,6.0,00054,2,72
1510,6.0,00054,3,14
1511,6.0,00054,4,14
1512,6.0,00054,6,3
1513,6.0,00055,2,136
1514,6.0,00055,4,44
1515,6.0,00055,5,17
1516,6.0,00055,6,8
1517,6.0,00056,2,124
1518,6.0,00056,3,7
1519,6.0,00056,4,30
1520,6.0,00057,2,164
1521,6.0,00057,4,51
1522,6.0,00057,5,10
1523,6.0,00057,6,2
1524,6.0,00060,0,488
1525,6.0,00060,1,8
1526,6.0,00060,2,15976
1527,6.0,00060,3,925
1528,6.0,00060,4,13182
1529,6.0,00060,5,2027
1530,6.0,00060,6,4331
1531,6.0,00060,7,3774
1532,6.0,00060,8,235
1533,6.0,00060,9,258
1534,6.0,00061,2,160
1535,6.0,00061,4,75
1536,6.0,00061,5,16
1537,6.0,00061,6,15
1538,6.0,00061,7,13
1539,6.0,00062,0,47
1540,6.0,00062,1,4
1541,6.0,00062,2,1231
1542,6.0,00062,3,92
1543,6.0,00062,4,657
1544,6.0,00062,5,68
1545,6.0,00062,6,177
1546,6.0,00062,7,119
1547,6.0,00062,9,14
1548,6.0,00063,2,199
1549,6.0,00063,4,49
1550,6.0,00063,7,11
1551,6.0,00064,2,76
1552,6.0,00064,4,27
1553,6.0,00065,2,125
1554,6.0,00065,4,36
1555,6.0,00065,6,10
1556,6.0,00066,2,288
1557,6.0,00066,4,289
1558,6.0,00066,5,45
1559,6.0,00066,6,120
1560,6.0,00066,7,248
1561,6.0,00066,8,35
1562,6.0,00067,0,72
1563,6.0,00067,2,1299
1564,6.0,00067,3,65
1565,6.0,00067,4,622
1566,6.0,00067,5,113
1567,6.0,00067,6,183
1568,6.0,00067,7,118
1569,6.0,00068,2,80
1570,6.0,00068,3,7
1571,6.0,00068,4,18
1572,6.0,00069,0,5
1573,6.0,00069,2,107
1574,6.0,00069,4,18
1575,6.0,00069,7,7
1576,6.0,00072,0,47
1577,6.0,00072,1,2
1578,6.0,00072,2,1868
1579,6.0,00072,3,26
1580,6.0,00072,4,3066
1581,6.0,00072,5,306
1582,6.0,00072,6,1859
1583,6.0,00072,7,2768
1584,6.0,00072,8,237
1585,6.0,00072,9,19
1586,6.0,00073,0,164
1587,6.0,00073,2,4629
1588,6.0,00073,3,244
1589,6.0,00073,4,6201
1590,6.0,00073,5,849
1591,6.0,00073,6,2924
1592,6.0,00073,7,3856
1593,6.0,00073,8,258
1594,6.0,00073,9,68
1595,6.0,00074,0,202
1596,6.0,00074,2,5664
1597,6.0,00074,3,322
1598,6.0,00074,4,6211
1599,6.0,00074,5,947
1600,6.0,00074,6,1608
1601,6.0,00074,7,1467
1602,6.0,00074,9,100
1603,6.0,00075,0,91
1604,6.0,00075,1,6
1605,6.0,00075,2,3132
1606,6.0,00075,3,121
1607,6.0,00075,4,4247
1608,6.0,00075,5,551
1609,6.0,00075,6,1636
1610,6.0,00075,7,1542
1611,6.0,00075,8,79
1612,6.0,00075,9,32
1613,6.0,00076,0,502
1614,6.0,00076,2,11639
1615,6.0,00076,3,961
1616,6.0,00076,4,12987
1617,6.0,00076,5,2209
1618,6.0,00076,6,3430
1619,6.0,00076,7,2716
1620,6.0,00076,8,124
1621,6.0,00076,9,236
1622,6.0,00077,2,91
1623,6.0,00077,4,216
1624,6.0,00077,6,119
1625,6.0,00077,7,162
1626,6.0,00077,8,36
1627,6.0,00078,0,53
1628,6.0,00078,2,1527
1629,6.0,00078,3,61
1630,6.0,00078,4,2270
1631,6.0,00078,5,349
1632,6.0,00078,6,1053
1633,6.0,00078,7,1513
1634,6.0,00078,8,159
1635,6.0,00079,2,862
1636,6.0,00079,3,68
1637,6.0,00079,4,960
1638,6.0,00079,5,143
1639,6.0,00079,6,321
1640,6.0,00079,7,357
1641,6.0,00079,8,15
1642,6.0,00079,9,10
1643,6.0,00080,0,27
1644,6.0,00080,2,865
1645,6.0,00080,3,41
1646,6.0,00080,4,529
1647,6.0,00080,5,93
1648,6.0,00080,6,151
1649,6.0,00080,7,103
1650,6.0,00083,2,1725
1651,6.0,00083,4,3168
1652,6.0,00083,5,373
1653,6.0,00083,6,2708
1654,6.0,00083,7,5515
1655,6.0,00083,8,431
1656,6.0,00084,0,54
1657,6.0,00084,2,2014
1658,6.0,00084,3,45
1659,6.0,00084,4,3310
1660,6.0,00084,5,371
1661,6.0,00084,6,2331
1662,6.0,00084,7,3323
1663,6.0,00084,8,250
1664,6.0,00084,9,34
1665,6.0,00085,0,197
1666,6.0,00085,2,5320
1667,6.0,00085,3,206
1668,6.0,00085,4,7660
1669,6.0,00085,5,1268
1670,6.0,00085,6,4121
1671,6.0,00085,7,8222
1672,6.0,00085,8,550
1673,6.0,00085,9,119
1674,6.0,00086,0,227
1675,6.0,00086,2,7227
1676,6.0,00086,3,296
1677,6.0,00086,4,9410
1678,6.0,00086,5,1372
1679,6.0,00086,6,3393
1680,6.0,00086,7,3620
1681,6.0,00086,8,204
1682,6.0,00086,9,139
1683,6.0,00087,0,239
1684,6.0,00087,2,6118
1685,6.0,00087,3,414
1686,6.0,00087,4,5598
1687,6.0,00087,5,934
1688,6.0,00087,6,1218
1689,6.0,00087,7,1134
1690,6.0,00087,8,49
1691,6.0,00087,9,110
1692,6.0,00088,0,89
1693,6.0,00088,1,6
1694,6.0,00088,2,2753
1695,6.0,00088,3,185
1696,6.0,00088,4,2515
1697,6.0,00088,5,364
1698,6.0,00088,6,544
1699,6.0,00088,7,357
1700,6.0,00088,9,32
1701,6.0,00089,0,15
1702,6.0,00089,2,403
1703,6.0,00089,4,818
1704,6.0,00089,5,133
1705,6.0,00089,6,587
1706,6.0,00089,7,1238
1707,6.0,00089,8,103
1708,6.0,00090,2,260
1709,6.0,00090,3,22
1710,6.0,00090,4,538
1711,6.0,00090,5,112
1712,6.0,00090,6,371
1713,6.0,00090,7,840
1714,6.0,00090,8,118
1715,6.0,00091,0,187
1716,6.0,00091,2,3712
1717,6.0,00091,3,363
1718,6.0,00091,4,2512
1719,6.0,00091,5,624
1720,6.0,00091,6,299
1721,6.0,00091,7,224
1722,6.0,00091,9,70
1723,6.0,00092,0,68
1724,6.0,00092,2,2815
1725,6.0,00092,3,206
1726,6.0,00092,4,2721
1727,6.0,00092,5,400
1728,6.0,00092,6,514
1729,6.0,00092,7,373
1730,6.0,00092,9,46
1731,6.0,00093,0,78
1732,6.0,00093,2,2609
1733,6.0,00093,3,226
1734,6.0,00093,4,2416
1735,6.0,00093,5,397
1736,6.0,00093,6,466
1737,6.0,00093,7,391
1738,6.0,00093,9,37
1739,6.0,00098,0,541
1740,6.0,00098,1,6
1741,6.0,00098,2,13359
1742,6.0,00098,3,650
1743,6.0,00098,4,8091
1744,6.0,00098,5,1359
1745,6.0,00098,6,2498
1746,6.0,00098,7,2974
1747,6.0,00098,8,284
1748,6.0,00098,9,157
1749,6.0,00099,2,299
1750,6.0,00099,3,21
1751,6.0,00099,4,87
1752,6.0,00099,5,29
1753,6.0,00099,6,17
1754,6.0,00099,7,17
1755,6.0,00100,0,16
1756,6.0,00100,2,366
1757,6.0,00100,4,127
1758,6.0,00100,6,24
1759,6.0,00100,7,55
1760,6.0,00101,2,284
1761,6.0,00101,4,86
1762,6.0,00101,7,16
1763,6.0,00102,0,11
1764,6.0,00102,2,239
1765,6.0,00102,4,59
1766,6.0,00102,8,9
1767,6.0,00103,2,178
1768,6.0,00103,4,52
1769,6.0,00104,2,235
1770,6.0,00104,4,113
1771,6.0,00104,7,32
1772,6.0,00105,0,291
1773,6.0,00105,2,7435
1774,6.0,00105,3,286
1775,6.0,00105,4,6323
1776,6.0,00105,5,982
1777,6.0,00105,6,1724
1778,6.0,00105,7,1332
1779,6.0,00105,8,93
1780,6.0,00105,9,170
1781,6.0,00106,0,23
1782,6.0,00106,2,359
1783,6.0,00106,3,13
1784,6.0,00106,4,312
1785,6.0,00106,5,44
1786,6.0,00106,6,90
1787,6.0,00106,7,113
1788,6.0,00107,2,957
1789,6.0,00107,4,774
1790,6.0,00107,5,143
1791,6.0,00107,6,143
1792,6.0,00107,7,93
1793,6.0,00108,2,78
1794,6.0,00108,4,19
1795,6.0,00109,2,56
1796,6.0,00110,2,286
1797,6.0,00111,2,160
1798,6.0,00113,0,26
1799,6.0,00113,2,609
1800,6.0,00113,3,30
1801,6.0,00113,4,352
1802,6.0,00113,5,82
1803,6.0,00113,6,39
1804,6.0,00113,7,54
1805,6.0,00117,0,259
1806,6.0,00117,2,9354
1807,6.0,00117,3,583
1808,6.0,00117,4,5570
1809,6.0,00117,5,1087
1810,6.0,00117,6,1560
1811,6.0,00117,7,1314
1812,6.0,00117,8,72
1813,6.0,00117,9,101
1814,6.0,00118,2,518
1815,6.0,00118,4,262
1816,6.0,00118,6,69
1817,6.0,00118,7,64
1818,6.0,00121,0,137
1819,6.0,00121,2,4790
1820,6.0,00121,3,235
1821,6.0,00121,4,2846
1822,6.0,00121,5,640
1823,6.0,00121,6,864
1824,6.0,00121,7,700
1825,6.0,00121,9,46
1826,6.0,00122,0,11
1827,6.0,00122,2,231
1828,6.0,00122,4,83
1829,6.0,00122,6,15
1830,6.0,00122,7,13
1831,6.0,00125,0,301
1832,6.0,00125,2,9315
1833,6.0,00125,3,406
1834,6.0,00125,4,5972
1835,6.0,00125,5,1083
1836,6.0,00125,6,2061
1837,6.0,00125,7,1588
1838,6.0,00125,8,79
1839,6.0,00125,9,145
1840,6.0,00126,2,117
1841,6.0,00127,2,267
1842,6.0,00129,2,129
1843,6.0,00129,5,4
1844,6.0,00131,2,70
1845,6.0,00131,3,2
1846,6.0,00131,4,17
1847,6.0,00132,0,62
1848,6.0,00132,2,1483
1849,6.0,00132,4,703
1850,6.0,00132,5,107
1851,6.0,00132,6,209
1852,6.0,00132,7,98
1853,6.0,00133,0,36
1854,6.0,00133,2,798
1855,6.0,00133,4,372
1856,6.0,00133,6,120
1857,6.0,00133,7,76
1858,6.0,00133,9,1
1859,6.0,00136,0,258
1860,6.0,00136,2,10103
1861,6.0,00136,3,471
1862,6.0,00136,4,7946
1863,6.0,00136,5,1001
1864,6.0,00136,6,2346
1865,6.0,00136,7,1968
1866,6.0,00136,8,98
1867,6.0,00136,9,103
1868,6.0,00137,0,33
1869,6.0,00137,2,1286
1870,6.0,00137,3,70
1871,6.0,00137,4,1002
1872,6.0,00137,5,139
1873,6.0,00137,6,207
1874,6.0,00137,7,101
1875,6.0,00137,9,23
1876,6.0,00138,2,101
1877,6.0,00138,3,4
1878,6.0,00139,2,31
1879,6.0,00139,4,18
1880,6.0,00139,7,5
1881,6.0,00140,2,317
1882,6.0,00140,3,14
1883,6.0,00140,4,135
1884,6.0,00141,2,147
1885,6.0,00141,4,51
1886,6.0,00141,6,8
1887,6.0,00142,2,78
1888,6.0,00142,4,37
1889,6.0,00143,0,40
1890,6.0,00143,2,1049
1891,6.0,00143,4,505
1892,6.0,00143,5,120
1893,6.0,00143,6,145
1894,6.0,00143,7,73
1895,6.0,00144,2,250
1896,6.0,00144,3,20
1897,6.0,00144,4,105
1898,6.0,00144,6,21
1899,6.0,00144,7,16
1900,6.0,00145,2,254
1901,6.0,00145,4,135
1902,6.0,00145,5,34
1903,6.0,00145,6,36
1904,6.0,00145,7,19
1905,6.0,00148,0,233
1906,6.0,00148,2,5433
1907,6.0,00148,3,259
1908,6.0,00148,4,4916
1909,6.0,00148,5,819
1910,6.0,00148,6,1548
1911,6.0,00148,7,1429
1912,6.0,00148,8,62
1913,6.0,00148,9,79
1914,6.0,00149,2,115
1915,6.0,00149,4,84
1916,6.0,00149,6,23
1917,6.0,00149,7,101
1918,6.0,00150,2,759
1919,6.0,00150,3,29
1920,6.0,00150,4,624
1921,6.0,00150,5,147
1922,6.0,00150,6,149
1923,6.0,00150,7,117
1924,6.0,00151,0,14
1925,6.0,00151,2,347
1926,6.0,00151,4,269
1927,6.0,00151,5,34
1928,6.0,00151,6,77
1929,6.0,00151,7,120
1930,6.0,00152,2,154
1931,6.0,00152,4,81
1932,6.0,00153,0,7
1933,6.0,00153,2,145
1934,6.0,00153,4,34
1935,6.0,00153,7,6
1936,6.0,00155,0,183
1937,6.0,00155,1,3
1938,6.0,00155,2,4673
1939,6.0,00155,3,190
1940,6.0,00155,4,5253
1941,6.0,00155,5,752
1942,6.0,00155,6,1995
1943,6.0,00155,7,3029
1944,6.0,00155,8,217
1945,6.0,00155,9,50
1946,6.0,00156,0,106
1947,6.0,00156,2,2660
1948,6.0,00156,3,250
1949,6.0,00156,4,1844
1950,6.0,00156,5,402
1951,6.0,00156,6,277
1952,6.0,00156,7,238
1953,6.0,00157,0,313
1954,6.0,00157,2,8368
1955,6.0,00157,3,601
1956,6.0,00157,4,7819
1957,6.0,00157,5,1356
1958,6.0,00157,6,1961
1959,6.0,00157,7,2123
1960,6.0,00157,8,129
1961,6.0,00157,9,102
1962,6.0,00158,2,1206
1963,6.0,00158,3,72
1964,6.0,00158,4,1106
1965,6.0,00158,5,139
1966,6.0,00158,6,244
1967,6.0,00158,7,489
1968,6.0,00158,8,36
1969,6.0,00159,2,414
1970,6.0,00159,3,45
1971,6.0,00159,4,281
1972,6.0,00159,5,55
1973,6.0,00159,6,57
1974,6.0,00159,7,66
1975,6.0,00160,0,6
1976,6.0,00160,2,148
1977,6.0,00160,4,60
1978,6.0,00160,7,16
1979,6.0,00161,2,51
1980,6.0,00161,3,3
1981,6.0,00162,2,200
1982,6.0,00162,3,11
1983,6.0,00162,4,68
1984,6.0,00162,5,25
1985,6.0,00164,0,174
1986,6.0,00164,2,6763
1987,6.0,00164,3,419
1988,6.0,00164,4,4145
1989,6.0,00164,5,644
1990,6.0,00164,6,1365
1991,6.0,00164,7,1017
1992,6.0,00164,8,52
1993,6.0,00164,9,79
1994,6.0,00165,2,307
1995,6.0,00166,0,13
1996,6.0,00166,2,238
1997,6.0,00166,5,33
1998,6.0,00167,2,69
1999,6.0,00169,0,74
2000,6.0,00169,2,2022
2001,6.0,00169,3,70
2002,6.0,00169,4,1014
2003,6.0,00169,5,216
